experience_level,job_title,salary_in_usd,employee_residence,company_location,company_size
MI,NLP Engineer,60000,IN,US,S
SE,Machine Learning Engineer,63040,FI,FI,S
EN,Business Data Analyst,50000,IN,AS,L
SE,Data Engineer,140000,US,US,M
SE,Data Engineer,105000,US,US,M
MI,Data Engineer,80036,GB,GB,M
MI,Data Engineer,67723,GB,GB,M
SE,Analytics Engineer,190000,US,US,M
SE,Analytics Engineer,140000,US,US,M
MI,Data Operations Engineer,100000,US,US,M
MI,Data Operations Engineer,60000,US,US,M
SE,Data Scientist,180000,US,US,L
SE,Data Scientist,165000,US,US,L
SE,Applied Machine Learning Scientist,108000,US,US,L
EN,Machine Learning Research Engineer,20000,FR,FR,M
SE,Data Architect,190000,US,US,M
SE,Data Architect,135000,US,US,M
SE,Data Scientist,179400,US,US,M
SE,Data Scientist,154000,US,US,M
SE,Machine Learning Scientist,193900,US,US,M
SE,Machine Learning Scientist,129300,US,US,M
EX,Data Science Manager,222640,US,US,M
EX,Data Science Manager,182160,US,US,M
MI,Data Engineer,150000,US,US,M
MI,Data Engineer,100000,US,US,M
SE,Analytics Engineer,122500,US,US,M
SE,Analytics Engineer,100000,US,US,M
EX,Data Engineer,297500,US,US,M
EX,Data Engineer,260000,US,US,M
EN,Machine Learning Developer,15000,TH,TH,L
SE,Data Engineer,193000,ES,US,M
EN,Data Scientist,93000,US,US,M
EN,Data Scientist,73000,US,US,M
MI,Data Operations Engineer,100000,US,US,M
MI,Data Operations Engineer,60000,US,US,M
EN,Data Analyst,7799,BR,BR,L
SE,Data Scientist,136994,US,US,M
SE,Data Scientist,101570,US,US,M
SE,ETL Developer,250000,US,US,M
SE,ETL Developer,63000,US,US,M
MI,Data Manager,134000,US,US,M
MI,Data Manager,98000,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Director of Data Science,57786,FR,FR,L
MI,Data Analyst,136000,US,US,M
MI,Data Analyst,112000,US,US,M
SE,Data Scientist,172000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Engineer,215000,US,US,M
SE,Data Engineer,164000,US,US,M
SE,Data Engineer,300000,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Engineer,250000,US,US,M
SE,Data Engineer,63000,US,US,M
SE,Data Engineer,180000,US,US,M
SE,Data Engineer,150000,US,US,M
EN,Data Engineer,45390,GB,GB,L
SE,Data Engineer,250000,US,US,M
SE,Data Engineer,63000,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
MI,Data Analyst,97500,US,US,L
SE,Applied Scientist,212800,US,US,M
SE,Applied Scientist,142800,US,US,M
MI,Data Scientist,73546,NL,NL,L
EN,Data Scientist,50000,US,DE,M
EN,Data Analyst,6359,FR,IN,L
SE,Data Scientist,151800,US,US,M
SE,Data Scientist,130240,US,US,M
SE,Analytics Engineer,165000,US,US,M
SE,Analytics Engineer,140250,US,US,M
SE,Data Engineer,135000,US,US,M
SE,Data Engineer,115000,US,US,M
SE,Data Scientist,179400,US,US,M
SE,Data Scientist,154000,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
MI,Financial Data Analyst,75000,US,US,M
MI,Data Engineer,84053,GR,GR,M
MI,Data Engineer,73546,GR,GR,M
MI,Data Engineer,98506,GB,GB,M
MI,Data Engineer,86193,GB,GB,M
MI,Data Engineer,84053,ES,ES,M
MI,Data Engineer,73546,ES,ES,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Analytics Engineer,102663,GB,GB,M
SE,Analytics Engineer,80041,GB,GB,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Engineer,104611,GB,GB,M
SE,Data Engineer,82280,GB,GB,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Analyst,115000,US,US,L
EN,Data Scientist,31520,ES,ES,M
SE,Data Operations Analyst,81000,US,US,M
SE,Data Operations Analyst,66000,US,US,M
EN,Data Analyst,46000,US,US,L
EN,Data Engineer,80000,US,US,L
EX,Machine Learning Scientist,200000,US,US,S
EX,Machine Learning Scientist,180000,US,US,S
EX,AI Scientist,200000,US,US,S
SE,Data Scientist,204100,US,US,M
SE,Data Scientist,136100,US,US,M
SE,Analytics Engineer,250000,US,US,M
SE,Analytics Engineer,63000,US,US,M
MI,Data Scientist,118208,GB,GB,M
MI,Data Scientist,110820,GB,GB,M
EN,Computer Vision Software Engineer,19073,DK,DK,L
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Specialist,95000,US,US,M
SE,Data Specialist,70000,US,US,M
MI,Applied Machine Learning Scientist,75000,BO,US,M
MI,Analytics Engineer,7500,BO,BO,M
MI,Data Analyst,113000,US,US,L
SE,Data Scientist,170000,US,US,M
SE,Data Scientist,130000,US,US,M
MI,Data Analytics Consultant,113000,US,US,L
MI,Product Data Analyst,140000,US,US,M
SE,Data Analyst,50000,PH,PH,S
MI,BI Data Analyst,53368,AU,AU,M
SE,Data Scientist,175000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Lead Data Scientist,29944,PT,PT,S
SE,Analytics Engineer,250000,US,US,M
SE,Analytics Engineer,63000,US,US,M
SE,Data Scientist,160000,US,US,L
SE,Data Scientist,119300,US,US,L
MI,Research Scientist,145000,US,US,L
SE,Data Engineer,105000,US,US,M
SE,Data Engineer,90000,US,US,M
SE,ETL Developer,146200,US,US,M
SE,ETL Developer,124270,US,US,M
MI,Data Scientist,225000,US,US,M
MI,Data Scientist,160000,US,US,M
MI,Data Scientist,54634,NL,NL,S
SE,Data Engineer,185800,CA,CA,M
SE,Data Engineer,137400,CA,CA,M
SE,Analytics Engineer,245000,US,US,M
SE,Analytics Engineer,180000,US,US,M
SE,Analytics Engineer,203500,US,US,M
SE,Analytics Engineer,152000,US,US,M
SE,Data Engineer,250000,US,US,M
SE,Data Engineer,63000,US,US,M
SE,Machine Learning Infrastructure Engineer,186000,US,US,M
SE,Machine Learning Infrastructure Engineer,148800,US,US,M
SE,Lead Machine Learning Engineer,95386,IN,IN,L
MI,Machine Learning Engineer,128058,GB,GB,L
EN,Data Scientist,82000,US,US,L
EN,Data Scientist,110000,DO,FR,M
MI,Applied Machine Learning Scientist,173000,US,US,M
SE,Data Scientist,203500,US,US,M
SE,Data Scientist,152000,US,US,M
SE,Machine Learning Engineer,186000,US,US,M
SE,Machine Learning Engineer,148800,US,US,M
EN,BI Data Analyst,6270,BR,BR,L
MI,Data Science Manager,158000,US,US,M
MI,Data Science Manager,134000,US,US,M
SE,Data Scientist,170000,US,US,M
SE,Data Scientist,120000,US,US,M
EX,Analytics Engineer,200000,US,US,M
EX,Analytics Engineer,150000,US,US,M
SE,Data Analyst,216200,US,US,M
SE,Data Analyst,144100,US,US,M
MI,Data Scientist,115573,NL,NL,M
MI,Data Scientist,89306,NL,NL,M
SE,ETL Developer,250000,US,US,M
SE,ETL Developer,63000,US,US,M
SE,Data Engineer,135000,US,US,M
SE,Data Engineer,85000,US,US,M
SE,Machine Learning Engineer,135000,US,US,M
SE,Machine Learning Engineer,85000,US,US,M
SE,Data Science Manager,206000,US,US,M
SE,Data Science Manager,175100,US,US,M
SE,Machine Learning Engineer,189650,US,US,M
SE,Machine Learning Engineer,164996,US,US,M
SE,Data Architect,149040,US,US,M
SE,Data Architect,113900,US,US,M
SE,Data Engineer,154000,US,US,M
SE,Data Engineer,126000,US,US,M
SE,Machine Learning Engineer,200000,US,US,L
SE,Machine Learning Engineer,150000,US,US,L
SE,Data Engineer,195700,US,US,M
SE,Data Engineer,130500,US,US,M
SE,Analytics Engineer,170000,US,US,M
SE,Analytics Engineer,135000,US,US,M
MI,Data Engineer,98506,GB,GB,M
MI,Data Engineer,73880,GB,GB,M
SE,Data Analyst,117000,US,US,M
SE,Data Analyst,99450,US,US,M
SE,Data Engineer,200000,PR,PR,M
SE,Data Engineer,135000,PR,PR,M
SE,Machine Learning Engineer,193900,US,US,M
SE,Machine Learning Engineer,129300,US,US,M
EN,Machine Learning Engineer,55410,GB,GB,S
SE,Data Analyst,86193,GB,GB,M
SE,Data Analyst,61566,GB,GB,M
SE,Data Analyst,175000,US,US,M
SE,Data Analyst,130000,US,US,M
SE,Data Engineer,188100,US,US,M
SE,Data Engineer,139860,US,US,M
SE,Machine Learning Engineer,248700,US,US,M
SE,Machine Learning Engineer,167100,US,US,M
MI,Data Analyst,5723,IN,IN,S
SE,Data Scientist,123400,US,US,M
SE,Data Scientist,88100,US,US,M
MI,BI Data Analyst,50432,DE,DE,S
SE,Data Scientist,245000,US,US,M
SE,Data Scientist,205000,US,US,M
SE,Data Engineer,141300,US,US,M
SE,Data Engineer,102100,US,US,M
SE,Data Architect,141300,US,US,M
SE,Data Architect,102100,US,US,M
EN,Data Analyst,50000,AR,AR,L
EN,Data Scientist,84053,BE,BE,L
MI,Lead Data Scientist,61566,GB,GB,S
SE,Data Architect,250000,US,US,M
SE,Data Architect,63000,US,US,M
SE,Data Science Manager,189500,US,US,L
SE,Data Science Manager,140100,US,US,L
SE,Data Engineer,177600,US,US,L
SE,Data Engineer,131300,US,US,L
MI,Data Engineer,24000,US,US,M
MI,Data Engineer,24000,US,US,M
SE,Data Engineer,250000,US,US,M
SE,Data Engineer,63000,US,US,M
SE,Machine Learning Engineer,202900,US,US,L
SE,Machine Learning Engineer,131300,US,US,L
SE,Data Engineer,145000,US,US,M
SE,Data Engineer,115000,US,US,M
EN,Machine Learning Engineer,115000,US,US,L
MI,Machine Learning Engineer,193900,US,US,M
MI,Machine Learning Engineer,129300,US,US,M
SE,Data Scientist,180000,US,US,L
SE,Data Scientist,140000,US,US,L
MI,Data Analyst,216200,US,US,M
MI,Data Analyst,144100,US,US,M
SE,Machine Learning Scientist,216000,US,US,M
SE,Machine Learning Scientist,144000,US,US,M
EN,Data Analyst,150000,US,US,L
EN,Machine Learning Research Engineer,12171,IN,IN,M
MI,Data Scientist,53416,IN,ID,L
EN,Applied Data Scientist,50000,AT,AT,M
SE,Cloud Data Architect,250000,US,US,L
EX,Research Scientist,84053,NL,NL,L
MI,Data Scientist,131752,GB,GB,M
SE,Analytics Engineer,48000,AR,US,S
EX,Data Science Manager,260500,US,US,M
EX,Data Science Manager,175100,US,US,M
SE,Data Engineer,210000,US,US,M
SE,Data Engineer,100000,US,US,M
EN,Data Analyst,55000,US,US,S
MI,Data Analyst,130000,US,US,M
SE,Applied Machine Learning Scientist,77119,FR,GB,L
EN,Data Scientist,52008,BE,BE,S
MI,Applied Machine Learning Scientist,30523,IN,IN,S
SE,Data Engineer,206699,US,US,M
SE,Data Engineer,99100,US,US,M
MI,Analytics Engineer,200000,US,US,M
MI,Analytics Engineer,54000,US,US,M
SE,Data Engineer,250000,US,US,M
SE,Data Engineer,63000,US,US,M
SE,Data Architect,250000,US,US,M
SE,Data Architect,63000,US,US,M
SE,Data Engineer,250000,US,US,M
SE,Data Engineer,63000,US,US,M
EN,Analytics Engineer,130000,US,US,L
SE,Data Engineer,100000,US,US,L
SE,Data Engineer,80000,US,US,L
SE,Data Scientist,160000,US,US,L
SE,Data Scientist,100000,US,US,L
SE,Data Specialist,221300,US,US,L
SE,Data Specialist,148700,US,US,L
EN,Machine Learning Engineer,30000,GB,GB,L
EN,Data Analyst,28368,FR,FR,M
MI,Data Engineer,91118,GB,GB,M
MI,Data Engineer,61566,GB,GB,M
MI,Data Scientist,60938,DE,DE,S
SE,Data Science Manager,249260,US,US,M
SE,Data Science Manager,185400,US,US,M
SE,Data Engineer,170000,US,US,M
SE,Data Engineer,130000,US,US,M
MI,Data Scientist,80036,GB,GB,M
SE,Data Analyst,128875,US,US,M
SE,Data Analyst,93700,US,US,M
SE,Machine Learning Engineer,180000,US,US,M
SE,Machine Learning Engineer,100000,US,US,M
SE,Data Analyst,136260,US,US,M
SE,Data Analyst,109280,US,US,M
SE,Data Scientist,160000,US,US,L
SE,Data Scientist,92000,US,US,L
SE,Data Engineer,200000,US,US,M
SE,Data Engineer,160000,US,US,M
MI,Data Engineer,135446,GB,GB,M
MI,Data Engineer,104663,GB,GB,M
SE,Data Analyst,117000,US,US,M
SE,Data Analyst,99450,US,US,M
EN,Data Engineer,129000,US,US,L
EN,Data Engineer,86000,US,US,L
EN,Data Engineer,13493,IN,IN,L
EN,Data Engineer,13493,IN,IN,L
SE,Data Scientist,160000,US,US,L
SE,Data Scientist,119300,US,US,L
SE,Business Data Analyst,100000,US,US,L
MI,Data Scientist,25000,TR,TR,M
MI,Data Analyst,65257,SG,SG,M
MI,AI Scientist,200000,US,US,M
EN,Machine Learning Developer,180000,US,US,L
MI,Data Scientist,153000,US,US,L
SE,Data Engineer,210000,US,US,M
SE,Data Engineer,100000,US,US,M
SE,Data Analyst,150075,US,US,M
SE,Data Analyst,110925,US,US,M
MI,Machine Learning Scientist,22800,EG,EG,M
SE,Data Scientist,160000,US,US,L
SE,Data Scientist,92000,US,US,L
SE,Machine Learning Engineer,202900,US,US,L
SE,Machine Learning Engineer,131300,US,US,L
EN,Data Analyst,22809,PT,PT,M
EN,Data Analyst,15000,ID,ID,L
SE,Data Engineer,175000,US,US,M
SE,Data Engineer,135000,US,US,M
SE,Data Science Manager,133766,AU,AU,L
EN,Machine Learning Engineer,83000,US,US,L
MI,Data Engineer,92350,GB,GB,M
MI,Data Engineer,67723,GB,GB,M
SE,Data Scientist,186000,US,US,M
SE,Data Scientist,148800,US,US,M
SE,Data Analyst,112900,US,US,M
SE,Data Analyst,90320,US,US,M
SE,ML Engineer,240000,US,US,M
SE,ML Engineer,160000,US,US,M
SE,Data Science Manager,300000,US,US,M
SE,Data Science Manager,200000,US,US,M
MI,Data Engineer,65666,DE,DE,S
MI,AI Scientist,200000,IN,US,L
MI,Machine Learning Engineer,116976,GB,GB,M
MI,Machine Learning Engineer,92350,GB,GB,M
MI,AI Scientist,120000,US,US,M
SE,Data Analyst,112900,US,US,M
SE,Data Analyst,90320,US,US,M
SE,Data Analytics Manager,145000,US,US,M
SE,Data Analytics Manager,105400,US,US,M
EN,Data Scientist,49268,DE,DE,S
MI,Data Engineer,110820,GB,GB,M
MI,Data Engineer,92350,GB,GB,M
SE,Data Scientist,215300,US,US,L
SE,Data Scientist,158200,US,US,L
SE,Data Engineer,209100,US,US,L
SE,Data Engineer,154600,US,US,L
SE,Data Analyst,115934,US,US,M
SE,Data Analyst,81666,US,US,M
SE,Data Engineer,175000,US,US,M
SE,Data Engineer,155000,US,US,M
MI,Machine Learning Engineer,84053,FR,DE,M
SE,Data Analyst,164000,US,US,M
SE,Data Analyst,132000,US,US,M
SE,Data Scientist,170000,US,US,M
SE,Data Scientist,123000,US,US,M
SE,Machine Learning Engineer,189650,US,US,M
SE,Machine Learning Engineer,164996,US,US,M
MI,ETL Developer,52533,GR,GR,M
MI,ETL Developer,52533,GR,GR,M
EX,Lead Data Engineer,115222,CA,CA,S
SE,Data Engineer,165400,US,US,M
SE,Data Engineer,132320,US,US,M
SE,Data Architect,208775,US,US,M
SE,Data Architect,147800,US,US,M
SE,Data Engineer,136994,US,US,M
SE,Data Engineer,101570,US,US,M
SE,Data Analyst,128875,US,US,M
SE,Data Analyst,93700,US,US,M
EX,Head of Machine Learning,76309,IN,IN,L
EN,Machine Learning Engineer,35093,GB,GB,L
SE,Data Engineer,183600,US,US,L
SE,Data Engineer,100800,US,US,L
MI,Data Analyst,49253,GB,GB,M
MI,Data Analyst,36940,GB,GB,M
MI,Data Analyst,42026,ES,ES,M
MI,Data Analyst,31520,ES,ES,M
MI,Data Engineer,84053,ES,ES,M
MI,Data Engineer,73546,ES,ES,M
MI,Data Engineer,98506,GB,GB,M
MI,Data Engineer,86193,GB,GB,M
MI,Data Engineer,84053,GR,GR,M
MI,Data Engineer,73546,GR,GR,M
SE,Machine Learning Engineer,189650,US,US,M
SE,Machine Learning Engineer,164996,US,US,M
MI,Data Analyst,42026,GR,GR,M
MI,Data Analyst,31520,GR,GR,M
MI,Data Engineer,92350,GB,GB,M
MI,Data Engineer,73880,GB,GB,M
SE,Data Scientist,215300,US,US,L
SE,Data Scientist,140400,US,US,L
MI,Data Engineer,63040,ES,ES,M
MI,Data Engineer,47280,ES,ES,M
SE,Data Scientist,260000,US,US,M
SE,Data Scientist,180000,US,US,M
MI,Data Scientist,67723,GB,GB,M
MI,Data Scientist,43096,GB,GB,M
MI,Data Engineer,63040,GR,GR,M
MI,Data Engineer,47280,GR,GR,M
MI,Data Engineer,73880,GB,GB,M
MI,Data Engineer,55410,GB,GB,M
MI,Machine Learning Engineer,51064,IT,IT,L
SE,Data Science Engineer,60000,AR,MX,L
MI,Data Engineer,82900,US,US,M
MI,Data Engineer,63900,US,US,M
MI,Machine Learning Scientist,160000,US,US,L
MI,Machine Learning Scientist,112300,US,US,L
MI,Data Science Manager,241000,US,US,M
MI,Data Science Manager,159000,US,US,M
SE,Data Scientist,180000,US,US,M
SE,Data Scientist,80000,US,US,M
MI,Data Analyst,58000,US,US,S
MI,Data Analyst,58000,US,US,S
SE,Data Engineer,136000,US,US,M
SE,Data Engineer,108800,US,US,M
EX,Data Engineer,242000,US,US,M
EX,Data Engineer,200000,US,US,M
MI,Data Scientist,61566,GB,GB,M
MI,Data Scientist,36940,GB,GB,M
MI,Data Engineer,73880,GB,GB,M
MI,Data Engineer,49253,GB,GB,M
SE,Data Scientist,165220,US,US,M
SE,Data Scientist,120160,US,US,M
SE,Data Analyst,124190,US,US,M
SE,Data Analyst,90320,US,US,M
SE,Data Engineer,181940,US,US,M
SE,Data Engineer,132320,US,US,M
SE,Data Engineer,220110,US,US,M
SE,Data Engineer,160080,US,US,M
SE,Data Scientist,180000,US,US,L
SE,Data Scientist,120000,US,US,L
MI,Data Analyst,126500,US,US,M
MI,Data Analyst,106260,US,US,M
SE,Data Analyst,116000,US,US,M
SE,Data Analyst,99000,US,US,M
SE,Data Analyst,155000,US,US,M
SE,Data Analyst,120600,US,US,M
MI,Data Scientist,130000,US,US,M
MI,Data Scientist,90000,US,US,M
MI,Data Engineer,170000,US,US,M
MI,Data Engineer,150000,US,US,M
SE,Data Analyst,102100,US,US,M
SE,Data Analyst,84900,US,US,M
SE,Data Scientist,136620,US,US,M
SE,Data Scientist,99360,US,US,M
SE,Data Scientist,110820,GB,GB,M
SE,Data Scientist,98506,GB,GB,M
SE,Data Scientist,146000,US,US,M
SE,Data Scientist,123000,US,US,M
EN,Data Engineer,49253,GB,GB,M
EN,Data Engineer,43096,GB,GB,M
EX,Data Analyst,130000,US,US,M
EX,Data Analyst,110000,US,US,M
SE,Data Analyst,170000,US,US,M
SE,Data Analyst,135000,US,US,M
SE,Data Science Manager,161342,US,US,M
SE,Data Science Manager,137141,US,US,M
SE,Data Scientist,167000,US,US,M
SE,Data Scientist,123000,US,US,M
SE,Data Engineer,73880,GB,GB,M
SE,Data Engineer,61566,GB,GB,M
SE,Data Scientist,211500,US,US,M
SE,Data Scientist,138600,US,US,M
SE,Data Architect,192400,CA,CA,M
SE,Data Architect,90700,CA,CA,M
SE,Data Analyst,130000,CA,CA,M
SE,Data Analyst,61300,CA,CA,M
SE,Data Analyst,130000,CA,CA,M
SE,Data Analyst,61300,CA,CA,M
SE,Data Engineer,160000,US,US,L
SE,Data Engineer,113000,US,US,L
SE,Data Scientist,150000,US,US,M
SE,Data Scientist,95550,US,US,M
MI,Data Analyst,167000,US,US,M
MI,Data Analyst,115500,US,US,M
SE,Data Analyst,112900,US,US,M
SE,Data Analyst,90320,US,US,M
SE,Data Analyst,112900,US,US,M
SE,Data Analyst,90320,US,US,M
SE,Data Engineer,165400,US,US,M
SE,Data Engineer,132320,US,US,M
SE,Data Engineer,243900,US,US,M
SE,Data Engineer,156600,US,US,M
SE,Data Analyst,136600,US,US,M
SE,Data Analyst,109280,US,US,M
SE,Data Engineer,128875,US,US,M
SE,Data Engineer,93700,US,US,M
EX,Head of Data Science,224000,US,US,M
EX,Head of Data Science,167875,US,US,M
EX,Analytics Engineer,175000,US,US,M
EX,Analytics Engineer,135000,US,US,M
SE,Data Engineer,209100,US,US,L
SE,Data Engineer,154600,US,US,L
SE,Data Engineer,180000,US,US,M
SE,Data Engineer,160000,US,US,M
SE,Data Scientist,205300,US,US,L
SE,Data Scientist,140400,US,US,L
SE,Data Scientist,176000,US,US,M
SE,Data Scientist,144000,US,US,M
SE,Data Engineer,200100,US,US,M
SE,Data Engineer,160000,US,US,M
SE,Data Engineer,70500,US,US,M
SE,Data Engineer,54000,US,US,M
SE,Data Scientist,205300,US,US,M
SE,Data Scientist,140400,US,US,M
SE,Analytics Engineer,205300,US,US,M
SE,Analytics Engineer,184700,US,US,M
SE,Data Engineer,175100,US,US,M
SE,Data Engineer,140250,US,US,M
SE,Data Analyst,116150,US,US,M
SE,Data Analyst,99050,US,US,M
SE,Data Engineer,145000,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Analyst,112900,US,US,M
SE,Data Analyst,90320,US,US,M
MI,Data Analyst,85000,CA,CA,M
MI,Data Analyst,75000,CA,CA,M
SE,Machine Learning Engineer,214000,US,US,M
SE,Machine Learning Engineer,192600,US,US,M
SE,Data Architect,266400,US,US,M
SE,Data Architect,213120,US,US,M
SE,Data Engineer,155000,US,US,M
SE,Data Engineer,115000,US,US,M
MI,Data Scientist,141300,US,US,M
MI,Data Scientist,102100,US,US,M
SE,Data Analyst,115934,US,US,M
SE,Data Analyst,81666,US,US,M
MI,Data Engineer,206699,US,US,M
MI,Data Engineer,99100,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Engineer,110500,US,US,M
MI,Data Analyst,61566,GB,GB,M
MI,Data Analyst,43096,GB,GB,M
SE,Data Analyst,80000,US,US,M
SE,Data Analyst,60000,US,US,M
SE,Data Architect,192564,US,US,M
SE,Data Architect,144854,US,US,M
SE,Data Scientist,230000,US,US,M
SE,Data Scientist,150000,US,US,M
SE,Data Analytics Manager,150260,US,US,M
SE,Data Analytics Manager,109280,US,US,M
SE,Data Analyst,170000,US,US,M
SE,Data Analyst,150000,US,US,M
MI,Data Scientist,160000,US,US,M
MI,Data Scientist,130000,US,US,M
EN,Data Analyst,67000,CA,CA,M
EN,Data Analyst,52000,CA,CA,M
SE,Data Engineer,154000,US,US,M
SE,Data Engineer,126000,US,US,M
SE,Data Analyst,129000,US,US,M
SE,Data Analyst,99000,US,US,M
SE,Data Scientist,210000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Scientist,210000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Scientist,210000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Analyst,100000,US,US,M
SE,Data Analyst,69000,US,US,M
SE,Data Scientist,210000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Analyst,150075,US,US,M
SE,Data Analyst,110925,US,US,M
SE,Data Engineer,100000,US,US,M
SE,Data Engineer,25000,US,US,M
SE,Data Analyst,126500,US,US,M
SE,Data Analyst,106260,US,US,M
SE,Data Engineer,220110,US,US,M
SE,Data Engineer,160080,US,US,M
SE,Data Analyst,105000,US,US,M
SE,Data Analyst,100000,US,US,M
SE,Data Analyst,170000,US,US,M
SE,Data Analyst,135000,US,US,M
SE,Data Scientist,230000,US,US,M
SE,Data Scientist,140000,US,US,M
MI,Data Analyst,135000,US,US,M
MI,Data Analyst,50000,US,US,M
SE,Data Scientist,220000,US,US,M
SE,Data Scientist,140000,US,US,M
MI,Data Scientist,172386,GB,GB,M
MI,Data Scientist,86193,GB,GB,M
SE,Machine Learning Engineer,220000,US,US,M
SE,Machine Learning Engineer,120000,US,US,M
MI,Data Scientist,200000,US,US,M
MI,Data Scientist,120000,US,US,M
SE,Machine Learning Engineer,120000,AE,AE,S
SE,Machine Learning Engineer,65000,AE,AE,S
EX,Data Engineer,324000,US,US,M
EX,Data Engineer,216000,US,US,M
SE,Data Engineer,210000,US,US,M
SE,Data Engineer,100000,US,US,M
SE,Data Scientist,185100,US,US,M
SE,Data Scientist,104890,US,US,M
SE,Data Engineer,105000,US,US,M
SE,Data Engineer,80000,US,US,M
MI,Machine Learning Developer,76814,CA,CA,M
SE,Machine Learning Manager,117104,CA,CA,L
EX,Director of Data Science,192037,CA,CA,L
MI,Machine Learning Engineer,120000,US,US,S
MI,Business Data Analyst,17805,IN,IN,M
MI,Data Scientist,30523,IN,IN,L
MI,Machine Learning Infrastructure Engineer,55685,PT,PT,L
MI,Data Engineer,52533,DE,DE,L
EN,Data Scientist,17805,IN,IN,M
MI,Applied Machine Learning Scientist,75000,BO,US,L
MI,Applied Data Scientist,157000,US,US,L
MI,Business Data Analyst,69133,CA,CA,L
EN,Data Engineer,65000,US,US,S
SE,Machine Learning Engineer,68293,IE,IE,S
MI,Data Scientist,109000,US,US,L
MI,Data Scientist,67597,CA,CA,M
EN,Computer Vision Engineer,10000,PT,LU,M
MI,Data Analyst,20000,GR,GR,S
SE,Head of Data,102839,SI,SI,L
SE,Head of Data,200000,MY,US,M
EN,Data Scientist,51081,CA,CA,L
MI,Data Scientist,78000,US,US,M
SE,Data Engineer,135000,US,US,M
SE,Data Engineer,115000,US,US,M
MI,Machine Learning Engineer,83864,AU,AU,L
EN,Data Scientist,40000,JP,MY,L
MI,Head of Data,31520,EE,EE,S
SE,Machine Learning Engineer,59888,NL,NL,L
EN,Data Engineer,54742,PK,DE,L
SE,Research Scientist,89306,FR,FR,L
EN,Data Scientist,83171,AU,AU,M
SE,Data Scientist,165000,US,US,M
MI,Machine Learning Scientist,153000,US,US,M
SE,Data Scientist,100000,BR,US,M
SE,Machine Learning Developer,76814,CA,CA,M
MI,Data Scientist,33609,PL,PL,L
MI,Principal Data Analyst,75000,CA,CA,S
MI,Product Data Analyst,20000,HN,HN,S
EN,Applied Machine Learning Scientist,30469,TN,CZ,M
MI,Research Scientist,69999,CZ,CZ,L
EN,Data Engineer,55475,PK,DE,M
MI,Research Scientist,61989,AT,AT,L
SE,Data Science Manager,152500,US,US,M
EN,Research Scientist,120000,US,US,L
MI,Data Scientist,135000,US,US,L
SE,Data Analytics Lead,405000,US,US,L
SE,Data Engineer,150000,US,US,L
SE,Data Science Manager,240000,US,US,L
MI,Data Analyst,135000,US,US,L
EN,Data Scientist,80000,US,US,M
SE,Applied Data Scientist,380000,US,US,L
MI,Data Scientist,120402,CH,CH,L
SE,Applied Data Scientist,177000,US,US,L
MI,Data Engineer,65141,FR,FR,M
MI,Data Scientist,48000,RU,US,S
EN,Data Analytics Engineer,20000,PK,PK,M
SE,Principal Data Scientist,220000,US,US,L
MI,ML Engineer,77364,JP,JP,S
MI,ML Engineer,63711,JP,JP,S
EN,Computer Vision Software Engineer,150000,AU,AU,S
MI,Data Analyst,90000,US,US,M
MI,Data Scientist,100000,CA,US,M
EN,Data Scientist,100000,US,US,S
EN,Data Scientist,100000,DZ,DZ,M
SE,Research Scientist,144000,US,US,L
SE,Principal Data Scientist,155499,DE,DE,M
SE,Computer Vision Engineer,24000,BR,BR,M
MI,Applied Machine Learning Scientist,38400,VN,US,M
EN,Financial Data Analyst,100000,US,US,L
MI,Data Scientist,82500,US,US,S
EN,Data Scientist,49646,FR,FR,M
SE,Lead Data Scientist,40570,IN,IN,L
EN,Data Engineer,120000,US,US,M
SE,Lead Machine Learning Engineer,84053,DE,DE,M
